5	0.288401	0.777642
7	0.176755	0.289526
9	0.097497	0.116607
11	0.0512724	0.0541666
13	0.0316918	0.0329242
21	0.0163598	0.0167835
31	0.0101951	0.0107048
43	0.00735102	0.00743867
63	0.00475677	0.0047703
93	0.00316598	0.00317261
127	0.00224796	0.00225482
189	0.00152563	0.00153178
261	0.00108657	0.00109456
