   0.0000000000000000e+000   2.4414062500000000e-004                         1
   2.4414062500000000e-004   4.8828125000000000e-004                         1
   4.8828125000000000e-004   7.3242187500000000e-004                         1
   7.3242187500000000e-004   9.7656250000000000e-004                         1
   9.7656250000000000e-004   1.2207031250000000e-003                         1
   1.2207031250000000e-003   1.4648437500000000e-003                         1
   1.4648437500000000e-003   1.7089843750000000e-003                         1
   1.7089843750000000e-003   1.9531250000000000e-003                         1
   1.9531250000000000e-003   2.1972656250000000e-003                         1
   2.1972656250000000e-003   2.4414062500000000e-003                         1
   2.4414062500000000e-003   2.6855468750000000e-003                         1
   2.6855468750000000e-003   2.9296875000000000e-003                         1
   2.9296875000000000e-003   3.1738281250000000e-003                         1
   3.1738281250000000e-003   3.4179687500000000e-003                         1
   3.4179687500000000e-003   3.6621093750000000e-003                         1
   3.6621093750000000e-003   3.9062500000000000e-003                         1
   3.9062500000000000e-003   4.1503906250000000e-003                         1
   4.1503906250000000e-003   4.3945312500000000e-003                         1
   4.3945312500000000e-003   4.6386718750000000e-003                         1
   4.6386718750000000e-003   4.8828125000000000e-003                         1
   4.8828125000000000e-003   5.1269531250000000e-003                         1
   5.1269531250000000e-003   5.3710937500000000e-003                         1
   5.3710937500000000e-003   5.6152343750000000e-003                         1
   5.6152343750000000e-003   5.8593750000000000e-003                         1
   5.8593750000000000e-003   6.1035156250000000e-003                         1
   6.1035156250000000e-003   6.3476562500000000e-003                         1
   6.3476562500000000e-003   6.5917968750000000e-003                         1
   6.5917968750000000e-003   6.8359375000000000e-003                         1
   6.8359375000000000e-003   7.0800781250000000e-003                         1
   7.0800781250000000e-003   7.3242187500000000e-003                         1
   7.3242187500000000e-003   7.5683593750000000e-003                         1
   7.5683593750000000e-003   7.8125000000000000e-003                         1
   7.8125000000000000e-003   8.0566406250000000e-003                         1
   8.0566406250000000e-003   8.3007812500000000e-003                         1
   8.3007812500000000e-003   8.5449218750000000e-003                         1
   8.5449218750000000e-003   8.7890625000000000e-003                         1
   8.7890625000000000e-003   9.0332031250000000e-003                         1
   9.0332031250000000e-003   9.2773437500000000e-003                         1
   9.2773437500000000e-003   9.5214843750000000e-003                         1
   9.5214843750000000e-003   9.7656250000000000e-003                         1
   9.7656250000000000e-003   1.0009765625000000e-002                         1
   1.0009765625000000e-002   1.0253906250000000e-002                         1
   1.0253906250000000e-002   1.0498046875000000e-002                         1
   1.0498046875000000e-002   1.0742187500000000e-002                         1
   1.0742187500000000e-002   1.0986328125000000e-002                         1
   1.0986328125000000e-002   1.1230468750000000e-002                         1
   1.1230468750000000e-002   1.1474609375000000e-002                         1
   1.1474609375000000e-002   1.1718750000000000e-002                         1
   1.1718750000000000e-002   1.1962890625000000e-002                         1
   1.1962890625000000e-002   1.2207031250000000e-002                         1
   1.2207031250000000e-002   1.2451171875000000e-002                         1
   1.2451171875000000e-002   1.2695312500000000e-002                         1
   1.2695312500000000e-002   1.2939453125000000e-002                         1
   1.2939453125000000e-002   1.3183593750000000e-002                         1
   1.3183593750000000e-002   1.3427734375000000e-002                         1
   1.3427734375000000e-002   1.3671875000000000e-002                         1
   1.3671875000000000e-002   1.3916015625000000e-002                         1
   1.3916015625000000e-002   1.4160156250000000e-002                         1
   1.4160156250000000e-002   1.4404296875000000e-002                         1
   1.4404296875000000e-002   1.4648437500000000e-002                         1
   1.4648437500000000e-002   1.4892578125000000e-002                         1
   1.4892578125000000e-002   1.5136718750000000e-002                         1
   1.5136718750000000e-002   1.5625000000000000e-002                         1
   1.5625000000000000e-002   1.6113281250000000e-002                         1
   1.6113281250000000e-002   1.6601562500000000e-002                         1
   1.6601562500000000e-002   1.7089843750000000e-002                         1
   1.7089843750000000e-002   1.7578125000000000e-002                         1
   1.7578125000000000e-002   1.8066406250000000e-002                         1
   1.8066406250000000e-002   1.8554687500000000e-002                         1
   1.8554687500000000e-002   1.9042968750000000e-002                         1
   1.9042968750000000e-002   1.9531250000000000e-002                         1
   1.9531250000000000e-002   2.0019531250000000e-002                         1
   2.0019531250000000e-002   2.0507812500000000e-002                         1
   2.0507812500000000e-002   2.0996093750000000e-002                         1
   2.0996093750000000e-002   2.1484375000000000e-002                         1
   2.1484375000000000e-002   2.1972656250000000e-002                         1
   2.1972656250000000e-002   2.2460937500000000e-002                         1
   2.2460937500000000e-002   2.2949218750000000e-002                         1
   2.2949218750000000e-002   2.3437500000000000e-002                         1
   2.3437500000000000e-002   2.3925781250000000e-002                         1
   2.3925781250000000e-002   2.4414062500000000e-002                         1
   2.4414062500000000e-002   2.4902343750000000e-002                         1
   2.4902343750000000e-002   2.5390625000000000e-002                         1
   2.5390625000000000e-002   2.5878906250000000e-002                         1
   2.5878906250000000e-002   2.6367187500000000e-002                         1
   2.6367187500000000e-002   2.6855468750000000e-002                         1
   2.6855468750000000e-002   2.7343750000000000e-002                         1
   2.7343750000000000e-002   2.7832031250000000e-002                         1
   2.7832031250000000e-002   2.8320312500000000e-002                         1
   2.8320312500000000e-002   2.8808593750000000e-002                         1
   2.8808593750000000e-002   2.9296875000000000e-002                         1
   2.9296875000000000e-002   2.9785156250000000e-002                         1
   2.9785156250000000e-002   3.0273437500000000e-002                         1
   3.0273437500000000e-002   3.0761718750000000e-002                         1
   3.0761718750000000e-002   3.1250000000000000e-002                         1
   3.1250000000000000e-002   3.1738281250000000e-002                         1
   3.1738281250000000e-002   3.2226562500000000e-002                         1
   3.2226562500000000e-002   3.2714843750000000e-002                         1
   3.2714843750000000e-002   3.3203125000000000e-002                         1
   3.3203125000000000e-002   3.3691406250000000e-002                         1
   3.3691406250000000e-002   3.4179687500000000e-002                         1
   3.4179687500000000e-002   3.4667968750000000e-002                         1
   3.4667968750000000e-002   3.5156250000000000e-002                         1
   3.5156250000000000e-002   3.5644531250000000e-002                         1
   3.5644531250000000e-002   3.6132812500000000e-002                         1
   3.6132812500000000e-002   3.6621093750000000e-002                         1
   3.6621093750000000e-002   3.7109375000000000e-002                         1
   3.7109375000000000e-002   3.7597656250000000e-002                         1
   3.7597656250000000e-002   3.8085937500000000e-002                         1
   3.8085937500000000e-002   3.8574218750000000e-002                         1
   3.8574218750000000e-002   3.9062500000000000e-002                         1
   3.9062500000000000e-002   3.9550781250000000e-002                         1
   3.9550781250000000e-002   4.0039062500000000e-002                         1
   4.0039062500000000e-002   4.0527343750000000e-002                         1
   4.0527343750000000e-002   4.1015625000000000e-002                         1
   4.1015625000000000e-002   4.1503906250000000e-002                         1
   4.1503906250000000e-002   4.1992187500000000e-002                         1
   4.1992187500000000e-002   4.2480468750000000e-002                         1
   4.2480468750000000e-002   4.2968750000000000e-002                         1
